Course ID,Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
174,Building a eCommerce Website from Scratch,Start Selling Your Products Worldwide,https://www.udemy.com/course/building-a-e-commerce-website-from-scratch/,QScutter Tutorials,3.6,22,9.5 total hours,58 lectures,All Levels,301 students,True,599
177,JavaScript Game Create a  flying bird game fun learn DOM,Use JavaScript connect with Elements and create a game while practicing learning JavaScript and Document Object Model,https://www.udemy.com/course/learn-javascript-game-course/,Laurence Svekis,4.4,22,1.5 total hours,30 lectures,All Levels,"4,049 students",True,699
180,How to create Really Profesional Free website on Blogger,Start now and create your website in less than a day.,https://www.udemy.com/course/how-to-create-really-professional-free-website-on-blogger/,Toms Kleinšmits,4.2,22,32 total mins,9 lectures,All Levels,"2,484 students",True,599
183,Full Stack App Development with Spring 5 and Angular: 3-in-1,Build amazingly beautiful apps combining the power of two hottest frameworks Angular 6 with Spring 5!,https://www.udemy.com/course/full-stack-app-development-with-spring-5-and-angular-3-in-1/,Packt Publishing,3.7,22,8.5 total hours,82 lectures,Intermediate,165 students,True,649
186,The Fundamentals of Web Front-End Development,HTML + CSS + BootStrap + JavaScript + JQuery to get you on the road of modern frontend design,https://www.udemy.com/course/crashing-course-for-web-front-end-development/,Le Deng,4.1,22,5.5 total hours,37 lectures,All Levels,100 students,True,599
189,"Vue 3, Nuxt.js and Django: A Rapid Guide - Advanced","VueJS with Typescript, Nuxt.js, Vuetify, Composition API, DRF 3.1, Docker, Redis, Stripe, Frontend & Backend Filtering",https://www.udemy.com/course/vue-django-advanced/,Antonio Papa,4.7,22,8 total hours,85 lectures,Intermediate,203 students,True,799
192,Using Clean architecture for Node.js API,Clean architecture Node.js + Express.js + MongoDB Bootcamp,https://www.udemy.com/course/nodejs-api-with-clean-architecture/,Michael Kibenko,3.9,22,8.5 total hours,89 lectures,Beginner,216 students,True,649
195,Learn to Create Professional Websites from a Kid,"A whole course teaching HTML, CSS, Bootstrap, Wordpress, Canva, Python and Weebly from scratch",https://www.udemy.com/course/the-complete-course-from-a-kid/,"Tech Force, Tech Force",4.0,21,4 total hours,55 lectures,All Levels,871 students,True,599
198,Getting Started with TypeScript,Take you coding to the next level with Typescript.,https://www.udemy.com/course/getting-started-with-typescript-h/,Coding Revolution,4.5,21,13.5 total hours,145 lectures,All Levels,196 students,True,599
201,ECMAScript 6: Learn the most efficient way out in Javascript,Javascript: Describing all the ES6 concepts – be it complex ES6 or simple Javascript – in a very comfortable ES6 way.,https://www.udemy.com/course/ecmascript-six/,Piyush Srivastava,4.2,21,6.5 total hours,48 lectures,All Levels,457 students,True,749
204,"Build A TodoList with Go (Golang), Fiber and React","Learn to build a Full Stack Go, Fiber and React Application in No Time",https://www.udemy.com/course/build-a-todolist-with-go-golang-fiber-and-react/,CodeBrains.IO Tech Training,4.5,21,2 total hours,25 lectures,Beginner,"5,243 students",True,749
159,HTML & CSS - Learn to build sleek websites ,"Level up your coding skills and create beautiful, responsive and accessible websites. Easy, fun and effective",https://www.udemy.com/course/html-css-learn-to-build-sleek-websites/,Sandra L,4.6,21,3.5 total hours,44 lectures,All Levels,"1,573 students",True,699
162,Javascript in Hindi||Urdu,learn modern javascript,https://www.udemy.com/course/javascript-basics-in-hindiurdu/,Kushal Koirala,3.0,21,2 total hours,17 lectures,All Levels,984 students,True,599
165,LEARNING PATH: Electron: App Development with Electron,"Efficiently build, package, and distribute your Electron applications",https://www.udemy.com/course/learning-path-electron-app-development-with-electron/,Packt Publishing,3.5,21,6 total hours,55 lectures,Intermediate,295 students,True,649
168,Gatsby JS Developer's Guide - Important Parts & Blog App,Learn popular Gatsby JS(Gatsby v3) framework. Use React/GraphQL to build your own blog page with JAMStack architecture.,https://www.udemy.com/course/gatsby-js-developers-guide-important-parts-blog-app/,"Eincode by Filip Jerga, Filip Jerga",4.8,21,12 total hours,99 lectures,All Levels,310 students,True,749
171,"Learn HTML, CSS and Bootstrap: 3 Courses in 1",Learn HTML & CSS Basics and Create Complete Websites using Bootstrap,https://www.udemy.com/course/learn-html-css-and-bootstrap-3-courses-in-1/,Ahmed Magdy,4.6,21,2.5 total hours,39 lectures,Beginner,"1,513 students",True,649
174,ASP.NET Core Identity - User Security Essentials,We take a deep dive into Identity for ASP.NET Core (.NET 5 and up) and authentication and authorization best practices,https://www.udemy.com/course/aspnet-core-identity-authentication-and-authorization/,Trevoir Williams,4.7,21,5 total hours,41 lectures,All Levels,"2,000 students",True,649
177,Svelte for Beginners,Learn the basic fundamentals of a JavaScript framework with Svelte,https://www.udemy.com/course/svelte-for-beginners/,Mike Karan,4.3,21,2 total hours,16 lectures,Beginner,132 students,True,599
180,Building a Single Page Web Application with KnockoutJS,Create a complete and structured single page application by doing more with less code ,https://www.udemy.com/course/building-a-single-page-web-application-with-knockoutjs/,Packt Publishing,3.5,21,2 total hours,33 lectures,All Levels,150 students,True,649
183,Real-time Communication using Socket.IO 3.x and Angular 11.x,Learn how to use Socket.IO 3.x library for RTC with Angular 11.x Client applications,https://www.udemy.com/course/rtc-socket-io-ng/,Pravinkumar Dabade,3.9,21,7 total hours,59 lectures,Intermediate,184 students,True,749
186,Full Stack Development: React (React Hooks) and Spring Boot,Build Full Stack Notes Application with Real Database and Deployed to Live Web Server (2022 Edition),https://www.udemy.com/course/full-stack-development-react-hooks-and-spring-boot/,Bushan Sirgur,3.9,21,5 total hours,78 lectures,Intermediate,104 students,True,599
189,JavaScript Beginners Guide [2022],"Learn JavaScript from scratch with a comprehensive guide, exercises and quizzes, and get your Certificate",https://www.udemy.com/course/javascript-certified-developer-basic/,Fadi Nouh,4.7,21,5.5 total hours,101 lectures,Beginner,"1,970 students",True,649
192,jQuery for Beginners,"JQuery, Web application,jQuery functions, CSS, & AJAX",https://www.udemy.com/course/jquery-for-beginners_sre/,Stone River eLearning,3.8,21,4 total hours,35 lectures,All Levels,"1,432 students",True,599
195,Intermediate Coders: Use JavaScript to Make Web Apps and Art,"Learn SVG, JSX, JavaScript, React Router, ES6, webpack, CSS, Redux, refactoring & more in this epic web development!",https://www.udemy.com/course/intermediate-coders-use-javascript-to-make-web-apps-and-art/,"Mammoth Interactive, John Bura",4.6,21,24.5 total hours,226 lectures,Intermediate,267 students,True,649
198,Web Development with Asp.Net Using C# MS SQL Database Basic,"Asp.Net Using C#, Learn SQL Server, Make Yourself Web Developer, beginners to advance Tutorial, make own Dynamic website",https://www.udemy.com/course/learn-web-development-create-dynamic-website-complete-guide/,Sachin Srivastava,2.9,21,4 total hours,42 lectures,Beginner,116 students,True,599
201,Learning Path:  Python Web Development,Learn how to create scalable and powerful web applications by using the robust frameworks such as Flask and Django!,https://www.udemy.com/course/python-web-development-a/,Packt Publishing,3.4,21,8 total hours,104 lectures,Beginner,200 students,True,749
204,Expert Ruby on Rails 5,Unleash the power of Rails 5 to build modern web applications,https://www.udemy.com/course/expert-ruby-on-rails-5/,Packt Publishing,4.2,21,4 total hours,28 lectures,Expert,171 students,True,649
159,jQuery for Beginners,"JQuery, Web application,jQuery functions, CSS, & AJAX",https://www.udemy.com/course/jquery-for-beginners_sre/,Stone River eLearning,3.8,21,4 total hours,35 lectures,All Levels,"1,432 students",True,599
162,Learning Path: Functional Programming for PHP 7 Developers,Enhance your PHP 7 development skills by learning advanced PHP techniques and most importantly functional programming.,https://www.udemy.com/course/learning-path-functional-programming-for-php-7-developers/,Packt Publishing,3.3,21,9 total hours,88 lectures,Beginner,277 students,True,649
165,Web Design 2021 for Beginners HTML CSS BOOTSTRAP 4 + Project,"Learn HTML, HTML5, CSS, CSS3 and Bootstrap 4 from the scratch and make a professional template project",https://www.udemy.com/course/web-design-for-beginners-html-css-and-bootstrap-4-project/,Easy Coding,4.0,21,4.5 total hours,71 lectures,All Levels,67 students,True,649
168,Learn JavaScript the fun way by developing a clicker game,"Learn JavaScript fast in 3 steps, project based, javascript for beginners",https://www.udemy.com/course/learn-javascript-the-fun-way-by-developing-a-clicker-game/,Victor Simion,4.6,21,3 total hours,40 lectures,Beginner,"2,754 students",True,649
171,Create EPUB Multimedia eBooks By Hand for Apple iBooks & iOS,"Build EPUB files with HTML, CSS & audio to create fixed layout children’s eBooks & more for Apple devices & iBooks Store",https://www.udemy.com/course/create-epub-multimedia-ebooks-by-hand-for-apple-ibooks-ios/,Eric Larson,4.1,21,11 total hours,67 lectures,All Levels,143 students,True,749
174,Full Stack Web and Hybrid Mobile App Development With React,"React, React-Native, Spring Boot, Spring Security, Intellij, MySQL, Liquibase, Multiplatform mobile application",https://www.udemy.com/course/full-stack-web-and-hybrid-mobile-app-development-with-react/,Senol Atac,4.7,21,7.5 total hours,91 lectures,All Levels,187 students,True,599
177,"PHP MySQL Registration System , Activation Email PHPMailer","Learn how to build a secured Login and Registration application , And verification link through PHPMailer",https://www.udemy.com/course/php-registration-system/,Ahmed Muhammady,3.7,21,2.5 total hours,33 lectures,Beginner,"3,097 students",True,599
180,Hands-On React. Build advanced React JS Frontend with expert,Practical React with Typescript and Testing Library. React and Storybook. TDD with React Hooks and React + Redux Toolkit,https://www.udemy.com/course/hands-on-reactjs/,Nick Ovchinnikov,4.8,21,17 total hours,101 lectures,Beginner,"4,711 students",True,599
183,Complete Guide to Bootstrap 5 with 6 Real World Projects,Master the latest version of bootstrap 5 from scratch by coding 5 CSS and 1 SASS real world websites.,https://www.udemy.com/course/complete-guide-to-bootstrap/,Sofiullah Chowdhury,4.6,21,17.5 total hours,106 lectures,All Levels,179 students,True,749
186,Create a PHP website that interact with EOS blockchain,A beginner guide on how to create a website that interact with EOS blockchain from scratch,https://www.udemy.com/course/create-a-php-website-that-interact-with-eos-blockchain/,Phu Tze Pang,4.2,21,2 total hours,28 lectures,Beginner,141 students,True,649
189,JavaScript Beginner to Developer - 5 Projects included,Complete modern ( ES9 ) JavaScript in depth from beginner to advanced in less than 9 hours and build 5 projects,https://www.udemy.com/course/javascript-beginner-to-developer-5-projects-included/,Fast & Easy Programming,4.8,21,9 total hours,102 lectures,All Levels,975 students,True,599
192,Restful API Web Services With Spring Boot And Vue JS + Vuex,"Spring Boot, Vue, Vuex, MySQL, Full Stack Web Development, Lombok, Gradle, Java, Bootstrap, Font-Awesome, Vue-Router",https://www.udemy.com/course/restfull-api-web-services-with-spring-boot-and-vue-js-vuex-router/,Senol Atac,4.1,21,4.5 total hours,56 lectures,All Levels,100 students,True,599
195,Complete LMS Admin Panel Development in Node & Express Js,"Step by Step Admin Panel Development in Node, Express with EJS, Sequelize ORM, MySQL Database driver & jQuery",https://www.udemy.com/course/complete-lms-admin-panel-development-in-node-express-js/,Online Web Tutor,4.1,21,12 total hours,81 lectures,All Levels,206 students,True,799
198,The Complete Node Js + Express JS + Mongo DB Bootcamp 2020,Learn Backend Development Topics Node JS Express JS Mongo DB,https://www.udemy.com/course/the-complete-node-js-express-js-mongo-db-bootcamp-2020/,K.Sathyaprakash Reddy,4.2,21,6 total hours,29 lectures,Beginner,80 students,True,599
201,Learning Sass - CSS Just Got Exciting.,Learn to supercharge your CSS with Sass. A easy to follow course that tells you everything you need to know about Sass,https://www.udemy.com/course/learning-sass/,Infinite Skills,4.2,21,2.5 total hours,31 lectures,All Levels,305 students,True,649
204,Facebook Application Development completely from scratch,"A complete guide for learning , creating and publishing  Facebook applications via Facebook platform.",https://www.udemy.com/course/facebook-application-development-completely-from-scratch/,Karim Baidar,3.8,21,1.5 total hours,20 lectures,All Levels,547 students,True,599
159,Decision Making in Supply Chain: Python with Simulation,A Guide to apply Python and Simulation within a Consulting Project in Supply Chain Management,https://www.udemy.com/course/decisionmakingscm/,Leandro Lara Tiago,3.3,21,2 total hours,27 lectures,Intermediate,"2,278 students",True,599
162,The Complete Node Js + Express JS + Mongo DB Bootcamp 2020,Learn Backend Development Topics Node JS Express JS Mongo DB,https://www.udemy.com/course/the-complete-node-js-express-js-mongo-db-bootcamp-2020/,K.Sathyaprakash Reddy,4.2,21,6 total hours,29 lectures,Beginner,80 students,True,599
165,"Modern Web Bootcamp, Design with PHP, SASS, CSS-GRID & FLEX","Design Stunning Websites With Sass, PHP, CSS-GRID , Flex and Bootstrap . Learn how to use Node js, NPM and PHP",https://www.udemy.com/course/modern-web-bootcamp-design-with-php-sass-css-grid-flex/,Rick Sekuloski,3.7,21,26 total hours,118 lectures,All Levels,"2,101 students",True,649
168,Learn Ruby and Rails: Build a blog from scratch step by step,Practical Hands-on coding of a complete blog application from  scratch using Ruby on Rails Framework.,https://www.udemy.com/course/learn-ruby-and-rails-build-a-blog-from-scratch-step-by-step/,Bluelime Learning Solutions,4.3,21,6.5 total hours,69 lectures,Beginner,663 students,True,649
171,Web Application Development - Learn by Building 3 Web Apps,Use the power of HTML5 and jQuery to develop 3 Latest Web Apps! It's a pathway to Game Development and User Interfaces !,https://www.udemy.com/course/build-3-web-applications-in-90-minutes/,Akshay Nagpal,3.7,21,1.5 total hours,29 lectures,Beginner,"1,730 students",True,649
174,WordPress Theme Development With Unyson & Bootstrap 4,"Create your own custom WordPress theme with Bootstrap 4, HTML, CSS, PHP, for yourself, your clients and for the world!",https://www.udemy.com/course/build-wordpress-themes-with-unyson-for-beginners/,Usman Mughal,4.5,21,14.5 total hours,56 lectures,Beginner,141 students,True,649
177,Master Object Oriented PHP by Building a Web Application,Master Object Oriented PHP by Building a Dynamic Web Application. All the concepts needed to build PHP applications.,https://www.udemy.com/course/master-object-oriented-php-by-building-a-web-application/,Chibuike Awoke,4.1,21,3.5 total hours,22 lectures,All Levels,"5,876 students",True,599
180,Ruby on Rails 6: Startup MVP: School Attendance Tracking App,"Code-Along, learn new Rails features and learn to create an advanced School Schedule and Attendance Tracking Application",https://www.udemy.com/course/ruby-on-rails-authentication-authorization-mvp/,Yaroslav Shmarov,4.5,21,11.5 total hours,96 lectures,Intermediate,216 students,True,649
183,"MERN Stack Car Rental Application 2021 : React ,Redux ,Node","Build real time Car Rental Service Application with React , Redux , Node",https://www.udemy.com/course/mern-stack-car-rental-application-2021-react-redux-node/,K.Sathyaprakash Reddy,4.3,21,7.5 total hours,38 lectures,Beginner,153 students,True,599
186,Docker for web developers with examples,"Learn how to develop web applications inside of a Docker container using NodeJS, PHP, MySql, Express, Laravel and VSCode",https://www.udemy.com/course/docker-for-web-development/,Nevyan Neykov,3.9,20,2 total hours,20 lectures,Beginner,97 students,True,649
189,JavaScript with Real World App Javascript Projects,"JavaScript (JS) from scratch, JavaScript libraries such as React, Angular, Node with hands-on projects with JavaScript!",https://www.udemy.com/course/javascript-with-real-world-app-project/,"Oak Academy, Muhammet Gokturk",4.2,20,9 total hours,71 lectures,All Levels,80 students,True,749
192,How to Develop REST Web API using ASP.NET MVC,SQL Server Database | Entity Framework | Token Based Authorization | API Security Key | JSON Objects Mapper,https://www.udemy.com/course/how-to-develop-rest-web-api-using-aspnet-mvc/,Asma Khalid,3.9,20,40 total mins,12 lectures,All Levels,"8,610 students",True,649
195,Learn Spark and Hadoop Overnight on GCP,Learn Hands-on by Building Your Own System on Spark and Hadoop,https://www.udemy.com/course/learn-spark-and-hadoop-overnight-on-gcp/,CS PRO,3.6,20,3.5 total hours,41 lectures,Intermediate,"1,429 students",True,649
198,Advanced Java Programming with Eclipse,Learn the Sought After Java Skills you Need for a Programming Career,https://www.udemy.com/course/advanced-java-programming-with-eclipse/,Programming Tut,4.0,20,3.5 total hours,52 lectures,Intermediate,"1,129 students",True,699
201,Core Concepts in HTML 5,HTML 5 is the future of the web. Learn the essential Core Concepts to get started in HTML5. Invest in the future now!,https://www.udemy.com/course/core-concepts-in-html-5-m/,Syed Mujtaba,4.3,20,2 total hours,23 lectures,Beginner,,True,649
204,"Create contact forms with PHP, HTML and CSS",Learn how to build multiple fully functional contact forms and start getting users feedback.,https://www.udemy.com/course/create-contact-form-with-php-javascript-and-css/,Nevyan Neykov,4.4,20,1 total hour,14 lectures,All Levels,103 students,True,749
159,Getting Started with Vue.js,Learn the fundamental Vuejs concepts,https://www.udemy.com/course/getting-started-with-vuejs/,Stone River eLearning,4.4,20,2.5 total hours,33 lectures,All Levels,87 students,True,649
162,In-depth Implementation & Managing of Azure Storage Service,"Learn about Azure Storage Account and various of Storage Services including BLOB, Queue, Table and Files",https://www.udemy.com/course/microsoft-azure-storage-service/,Sandeep Soni,4.0,20,4 total hours,11 lectures,Beginner,683 students,True,649
165,IntelliJ IDEA | Your Beginner Java Programming Course,Take your first step into the world of programming with this beginner course on Java. Become a programmer today!,https://www.udemy.com/course/intellij-idea-your-beginner-java-programming-course/,Programming Tut,4.0,20,1.5 total hours,16 lectures,Beginner,"2,496 students",True,649
168,Web Development for Absolute Beginners - Learn by building,A project-based approach to web development —learn how to code from scratch by building a part of Facebook with HTML/CSS,https://www.udemy.com/course/web-dev-for-beginners/,Ebenezer Don,4.5,20,3.5 total hours,46 lectures,Beginner,44 students,True,649
171,"Node.js for beginners, 10 developed projects, 100% practical","NodeJS platform world-leading backend, multiple real-world applications developed, learn by practicing.",https://www.udemy.com/course/nodejs-for-beginning-programmers-100-practical/,Alex Salomé Pastrana,3.8,20,4.5 total hours,29 lectures,All Levels,192 students,True,649
174,Responsive Website Design With Bootstrap 4 For Beginners,Learn Bootstrap for Responsive Website in Web Development. Discover how to build bootstrap responsive website in 2020,https://www.udemy.com/course/bootstrap-4-for-responsive-website-design-in-web-development/,"Emenwa Global, Zoolord Academy",4.1,20,2.5 total hours,23 lectures,All Levels,"7,057 students",True,749
177,IBM WebSphere WCM 8.5/9.0,Developing web-sites using IBM WCM technology based on IBM Portal environment,https://www.udemy.com/course/ibm-wcm-development-v85/,Karim Mahmoud,1.8,20,1 total hour,25 lectures,Beginner,308 students,True,599
180,Programming a news site from scratch using Node.js,The entire course teaches you how to use node.js in building sophisticated web sites,https://www.udemy.com/course/news-site-nodejs/,"Bilal Zeyada, bilal ziada",1.7,20,6.5 total hours,28 lectures,All Levels,"4,881 students",True,649
183,CherryPy - A minimalist web framework for python,The production ready web framework used by big companies.,https://www.udemy.com/course/cherrypy-a-minimalist-web-framework-for-python/,Szabó Dániel Ernő,3.9,20,2.5 total hours,29 lectures,Beginner,74 students,True,749
186,How To Make A Social Media Website With WordPress,Do You want to create your own social media website with WordPress? I will show you how with NO EXPERIENCE!,https://www.udemy.com/course/how-to-make-a-social-media-website-with-wordpress/,Darrel Wilson,3.3,20,1.5 total hours,9 lectures,Beginner,"4,061 students",True,599
189,Microservices with Python : Build scalable Systems,Learn the art and science of microservices based product development and deployment,https://www.udemy.com/course/microservices-with-python-build-scalable-systems/,Eduonix Learning Solutions,4.4,20,3 total hours,44 lectures,Beginner,176 students,True,749
192,Full Stack Web Development with Mern Full Stack Project,"Full Stack Web Development with MERN Stack - ReactJS, React Router, Angular, Nodejs, Express, Mongodb with React Project",https://www.udemy.com/course/full-stack-web-development-with-mern-full-stack-project/,Oak Academy,5.0,20,42.5 total hours,388 lectures,All Levels,77 students,True,649
195,JavaScript YouTube API Course,Explore how to connect to web API's like YouTube and get data from the API place it on your web page using JavaScript,https://www.udemy.com/course/javascript-youtube-api-course/,Laurence Svekis,3.4,20,1.5 total hours,25 lectures,All Levels,"4,235 students",True,599
198,WordPress Gutenberg Editor - Master The Basics & Beyond,Zero Geek-Speak Training For The WordPress Gutenberg (Block) Editor.,https://www.udemy.com/course/wordpress-gutenberg-editor-training/,Steve Dougherty,4.4,20,5 total hours,61 lectures,All Levels,99 students,True,649
201,ES6 Bootcamp From A-Z,Learn The Next Generation of Javascript Inside Out,https://www.udemy.com/course/es6-bootcamp/,Andrew Holloway,4.5,20,6.5 total hours,154 lectures,Intermediate,"4,110 students",True,749
204,JavaScript ES6 in Practice - ES2015 to ES2017 Masterclass,Learn valuable skills and boost your salary by upgrading your skills with the latest version of JavaScript,https://www.udemy.com/course/es6-in-practice-including-es2016-es2017/,Zsolt Nagy,3.5,20,4.5 total hours,56 lectures,Intermediate,"1,167 students",True,649
159,IBM MQ Administration Guide for Support Engineers,End to End Learning of IBM MQ,https://www.udemy.com/course/ibm-mq-administration-guide-for-support-engineers/,Chandrika R,3.5,20,7.5 total hours,60 lectures,All Levels,110 students,True,699
162,Learn ReactJs from Scratch with 4 Hands-on-Projects,Get on and Join in the Journey of Becoming the BEST Frontend Developer,https://www.udemy.com/course/learn-reactjs-from-scratch-for-beginners/,Abhishek Potula,4.4,20,8.5 total hours,48 lectures,All Levels,55 students,True,749
165,Web Development with AngularJS and Bootstrap,Use dynamic AngularJS code and Bootstrap styling to create effective web applications,https://www.udemy.com/course/web-development-with-angularjs-and-bootstrap/,Packt Publishing,3.1,20,2 total hours,20 lectures,All Levels,135 students,True,749
168,Complete guide to increasing sales for web developers,"How I closed 9,000 in sales in 2 weeks.How to systemize structure and scale your sales for a web developer / company",https://www.udemy.com/course/increase-sales-daily-for-web-developers/,James Smith,3.8,20,4.5 total hours,26 lectures,All Levels,658 students,True,749
171,The Fastest Way to Create a Website with Godaddy,The easiest way to build a website without any code. Even your grandma will do it for you if she follows this course.,https://www.udemy.com/course/create-your-own-website/,Saf Nas,3.2,20,1 total hour,18 lectures,Beginner,"1,501 students",True,699
175,Learning Path: Elasticsearch Integration with PHP & Laravel,Perform advanced search and analytics on your web applications using Elasticsearch,https://www.udemy.com/course/learning-path-elasticsearch-integration-with-php-laravel/,Packt Publishing,3.3,20,5.5 total hours,46 lectures,Intermediate,197 students,True,699
178,SAP® UI5 step-by-step for Fiori development [2020],Learn how to build responsive web applications using the SAPUI5 framework.,https://www.udemy.com/course/sapui5-for-fiori-development/,"Márcio Martins, Roberta Roth",3.3,20,1 total hour,22 lectures,Beginner,122 students,True,599
181,Spring Live - Hands on web application development,Develop Spring web applications explained in a down-to-earth-way,https://www.udemy.com/course/spring-live-tutorial/,Daniel Ellebæk,3.9,20,3.5 total hours,24 lectures,Beginner,75 students,True,599
184,LeetCode & JavaScript Complete Course for Web Developer 2022,Ace your JavaScript Interviews by learning DS and Algorithm. LeetCode + HackerRank + coderpad Binary Search Tree,https://www.udemy.com/course/coding-interview-crash-course-for-web-developer-2020/,Shan A. (Google Tech Lead),4.2,20,3 total hours,18 lectures,All Levels,156 students,True,599
187,Heroku for NodeJS,Don't get left behind by the cloud hosting revolution: use node.js to build and deploy your first four Heroku websites,https://www.udemy.com/course/heroku-for-nodejs/,Chris Worfolk,3.9,20,1 total hour,39 lectures,Beginner,90 students,True,649
190,React & Django Full Stack: Advanced,React front-end web app and Django back-end API - advance modern concepts,https://www.udemy.com/course/react-django-full-stack-advance/,Krystian Czekalski,4.5,20,16 total hours,88 lectures,Intermediate,231 students,True,649
193,Developing Solutions for Microsoft Azure- AZ 203,From zero to hero,https://www.udemy.com/course/developing-solutions-for-microsoft-azure-az-203/,Pranjal Srivastava,3.5,20,6.5 total hours,57 lectures,All Levels,"4,756 students",True,599
196,WordPress REST API and AJAX pages and forms - FAST TRACK.,Learn how to create refreshless pages and to develop AJAX forms and pages.,https://www.udemy.com/course/wordpress-rest-api-and-ajax-pages-and-forms-fast-track/,Craig West,3.7,20,3 total hours,44 lectures,Intermediate,171 students,True,599
199,Data-Driven Testing in Selenium,"Build your own data driven automation testing framework for web and mobile with Selenium WebDriver, Java, and TestNg",https://www.udemy.com/course/data-driven-testing-in-selenium/,Packt Publishing,3.8,20,2 total hours,22 lectures,Intermediate,96 students,True,649
202,Oracle Cloud Services and Spring Batch:2 Course Bundle,Two great courses for Java and Web developers.,https://www.udemy.com/course/oracle-cloud-services-and-spring-batch2-course-bundle/,Black Hills,3.7,20,3 total hours,55 lectures,All Levels,133 students,True,699
159,"Create a Twitter Clone with PHP, MYSQL and Js FROM SCRATCH","Learn PHP, MYSQL and more by making the ultimate Twitter clone website completely from scratch!",https://www.udemy.com/course/create-a-twitter-clone-with-php-mysql-and-js-from-scratch/,Christopher Glikpo,4.5,20,27.5 total hours,187 lectures,All Levels,"10,736 students",True,649
162,WordPress REST API and AJAX pages and forms - FAST TRACK.,Learn how to create refreshless pages and to develop AJAX forms and pages.,https://www.udemy.com/course/wordpress-rest-api-and-ajax-pages-and-forms-fast-track/,Craig West,3.7,20,3 total hours,44 lectures,Intermediate,171 students,True,599
165,Apply Jobs as MERN stack developer with this course,Develop Production grade Fullstack Projects with MERN stack and start apply applying Jobs as MERN stack developer,https://www.udemy.com/course/apply-jobs-as-mern-stack-developer-with-this-course/,Obify Consulting,4.5,20,11 total hours,105 lectures,All Levels,"6,221 students",True,649
171,Starting with PHP for beginners,Essential guide for beginners in the php world.,https://www.udemy.com/course/the-essential-guide-to-php/,Coding Revolution,4.0,20,18 total hours,102 lectures,Beginner,345 students,True,599
174,Laravel 8.x: ECOM SHOP,Ecommerce shop with PayPal System,https://www.udemy.com/course/laravel-60-ecom-shop/,Roman Granskyy,3.1,20,13 total hours,136 lectures,Intermediate,400 students,True,699
177,Django Rest Framework with Docker: A Practical Guide,"Django, Docker, Authentication and Authorisation, Upload Images, Export CSV Files",https://www.udemy.com/course/django-admin/,Antonio Papa,4.6,20,3 total hours,36 lectures,All Levels,102 students,True,699
180,"Web design from scratch: HTML, CSS, JS, Jquery, Bootstrap",for beginners,https://www.udemy.com/course/web-design-from-scratch-html-css-js-jquery-bootstrap/,Alaa Jalboush,4.6,20,6 total hours,29 lectures,Beginner,"2,741 students",True,599
183,Build Real World Websites with HTML5 CSS3 And JavaScript,"Learn to build responsive real world websites using HTML, CSS and JavaScript - Animations, Hover Efects, Dark mode",https://www.udemy.com/course/build-real-world-website-using-html5-css3-and-javascript/,Gowtham Tirri,4.5,20,4.5 total hours,11 lectures,All Levels,95 students,True,699
186,Essential Gems for Your Rails Projects,"Build a Rails application from scratch, with 10 key RubyGems required for every project.",https://www.udemy.com/course/essential-gems-for-your-rails-projects/,Ernest Addae,4.5,20,16 total hours,98 lectures,Beginner,212 students,True,649
189,Learning Express Web Application Development,Build powerful and modern web apps that run smoothly on the webserver with ExpressJS,https://www.udemy.com/course/learning-express-web-application-development/,Packt Publishing,3.9,20,2.5 total hours,37 lectures,All Levels,177 students,True,649
192,Do-It-Yourself Website Development,Build Simple Custom Websites From Scratch with Completely Free Tools,https://www.udemy.com/course/do-it-yourself-website-development/,Thomas Bell,4.9,20,9.5 total hours,72 lectures,Beginner,797 students,True,599
195,JavaScript Shopping Cart Tutorial,Learn how to create a Shopping Cart with a Vanilla JavaScript,https://www.udemy.com/course/javascript-shopping-cart-tutorial/,Telmo Sampaio,4.7,20,2.5 total hours,9 lectures,Intermediate,101 students,True,649
198,"ShoppingCart in ASP.NET MVC, Web API, Knockout, Architecture","Complete working shopping cart solution with ASP.NET technology stack, source code",https://www.udemy.com/course/shoppingcart-in-aspnet-mvc-web-api-knockout-architecture/,Eman Ali Mughal,4.1,19,10 total hours,67 lectures,Beginner,141 students,True,699
201,HTML For SEO and Web Crawlers (2022 Edition),"Learn HTML Structured Data, Semantic Tags, Rich Snippets, Microdata, RDFa Lite, JSON-LD, Video & Carousel Schema.",https://www.udemy.com/course/html-structured-data/,Rahul Giri,4.7,19,4.5 total hours,48 lectures,All Levels,189 students,True,749
204,Learn PHP from Scratch with two practice projects,Web Development,https://www.udemy.com/course/learn-php-from-scratch-with-practice-project/,Muhammad Sanawar,3.5,19,16 total hours,44 lectures,All Levels,"2,661 students",True,599
159,Intermediate Amazon Alexa Development,"Learn how to create Alexa Skills, understand voice UI, and learn intermediate components of Alexa Voice Applications",https://www.udemy.com/course/intermediate-amazon-alexa-development/,"Nicholas ""Techustler"" Ivanecky",3.9,19,4 total hours,51 lectures,Intermediate,907 students,True,649
